reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,Sentiment
51e53ad0-9ac3-41e3-a686-35aa6464a2fc,dian novita,https://play-lh.googleusercontent.com/a-/ACB-R5Rbc-9K6yb0v5Mh8sxnFyUyf-t06DzX2C-cq9iI,"Hr ini mau order. Tp aneh biasanya qt bisa gunakan 2 voucher gratis ongkir +cash back. Kalo bisa dibalikin seperti dulu lg bisa pakai 2 voucher Sekarang hrs pilih salah satu. Merasa lama2 koq makin mahal jdnya belanja online. Bukannya makin murah. Beda sama online inisial S, msh gratis ongkir and dapat cash back.Dan untuk pengiriman gratis ongkirnya kalo bisa qt pilih sendiri. Karna kalo pakai si cepat tdk rekomendasi alias lelet. Biaya jasa aplikasi pas belanja tambah mahal",1,332,3.215,2023-05-02 08:39:29,"Hi Toppers, silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps agar bisa kami bantu cek lebih lanjut. Kami akan terus berupaya untuk meningkatkan pengalaman Toppers dalam bertransaksi di Tokopedia.",2023-05-02 09:04:10,3.215,netral
f893eb15-f6e5-4154-a1e4-a257e1113351,Jimmy Chow,https://play-lh.googleusercontent.com/a/AGNmyxZ6srrLn_9WfENqVblm8fgYK7MsnkDEsfsRjPaQ=mo,gratis ongkirnya sangat tidak mendukung yang beda pulau. pengiriman dengan gratis ongkir bisa sampai 2 Minggu barilu diterima. kadang butuh yang cepat akhirnya ke toko orange free ongkirnya tetap pakai expedisi cepat. bukan yang halu halu,1,2,3.217,2023-05-13 17:19:43,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-05-13 17:44:01,3.217,negatif
e4b90b07-469c-40da-bf7d-14b0bc89f7cc,Ammah Riin,https://play-lh.googleusercontent.com/a-/ACB-R5Ru9mCoW-v7NIjrrBzrqVYFO84qPUGCdZwL2Pkk,"Tokopedia awalnya bagus sih, ngga ada biaya layanan. Lama2 ada biaya layanan, yaa walau cuma 1k, tapi kalau belanjanya lebih dari 5-10x kan itungan nya jadi mahal ya. Eeeh sekarang ada lagi tambahan jasa aplikasi 2k tiap cek out, belum lagi biaya layanan 1k. Jadi tiap cek out harus nambah 3k untuk biaya layanan+jasa aplikasi hadeuh. Lama2 kembali belanja di warung2 tetangga aja. Niat belanja online kan karena selain simple juga murah 😏😒",1,217,3.215,2023-05-03 16:15:18,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-05-03 16:44:05,3.215,positif
7e88afb8-ac68-4eca-9589-5885fc1c5ebd,Magdalena Chen,https://play-lh.googleusercontent.com/a/AGNmyxYMcBCQLVE85EDpLcvy1c_HpHCreJmcn6BKkwng=mo,Tokped sudah mulai tdk seperti dulu. 1. Dilayani tokopedia tdk ada gratis ongkir full. :: jd lebih mahal donk. 2. Diskonnya tdk bisa digabung dgn gratis ongkir. 3. Sedikit diskonnya. Sama sekali kalah sama llaa........daaa. 4. Banyak biaya layanan. Sekarang bisa sampe 3rb per sekali belanja.,1,40,3.215,2023-05-04 09:20:03,,,3.215,negatif
6678d679-b4ff-411a-a298-0feb881dbbef,Alfani Yasir Farhani,https://play-lh.googleusercontent.com/a-/ACB-R5SeYvA7wCyFwn54ircx41d9Zrn6AvAvacdTcCE4Zg,"Saya sdh lumayan lama dan sering menggunakan Toped. Namun, selama mitra gratis ongkir pakainya siCepat perasaan paket sy banyak yang ga sesuai estimasi pengirimannya. Bahkan ini malah stuck 4 hari belum keluar dari satu kota. Semoga kedepannya diperbaiki, minimal ekspedisi siCepat nya :(",1,266,3.209,2023-03-07 10:14:38,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-03-07 10:43:04,3.209,positif
bf892fed-41e3-449f-9f6c-64c955cc5f50,wan efendi,https://play-lh.googleusercontent.com/a-/ACB-R5RZcShFEPzcvk0MvgkZ9tVX195k_70sMoY1fhlne6I,"aplikasi yang sangat membantu, hanya saja ongkir yang tidak selalu mendapatkan yang murah. & tolong jika bisa, aplikasinya bisa / dapat di pindahkan ke Kartu SD, agar untuk HP yang RAM 2 / RAM 3 bisa lebih leluasa tanpa kendala lambat saat menggunankan aplikasi ini. trims. 🙏🙏🙏",3,4,3.212,2023-05-10 13:09:07,"Makasih atas ratingnya, Toppers. Jika kamu memiliki kritik/saran atau kendala transaksi, silakan hubungi Tokopedia Care melalui tkp.me/supportMainapps ya. Besar harapan kami, ke depannya Toppers bisa mendapat pengalaman bertransaksi yang lebih baik lagi di Tokopedia.",2023-05-10 13:44:18,3.212,negatif
ccd7b2a8-5dde-49dc-b468-e11203b3c949,Ribka Mitshuka,https://play-lh.googleusercontent.com/a-/ACB-R5SLv9SXy7rr-ETYrvOrJupZaqZIP_U-aoVWK5EU,"Hallo Tokopedia, dari semua belanja online, saya rasa toped yg paling aman. Cuma sekarang suka kecewa dengan kurirnya semenjak toped kerjasama dg antaraja ya... Selalu aja barang ga nyampen la, hilang la, berminggu-minggu baru sampe. Padahal kalau pake ekspedisi aja, bisa lebih cepat dari antaraja. Ya mungkin dipertimbangkan lagi mitranya, mungkin bisa diatur sistemnya mungkin khusus kurir antaraja boleh la, didalam kota2 yg terjangkau. Tapi sarannya kalau luar pulau mending mitra dg kurir lain.",4,720,3.215,2023-04-12 20:26:30,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2023-04-12 21:04:28,3.215,netral
9b39bf8a-a08e-4476-8a8e-a707ddcb6f4b,Rd Lucky Mercury,https://play-lh.googleusercontent.com/a-/ACB-R5Q8m5NGZDy23s3Dvw7KBowKTH2s4SoIhhgmgSG8,"Biaya Layanan 1000 😅 Biaya Aplikasi 2000 😅 Saran : 1.) Iklan barang second yg sudah terjual mohon oleh pihak toped dihapus (biar pembeli tidak terganggu dengan banyaknya iklan yg sudah terjual) 2.) Sudah banyak penjual yg terindikasi penipuan (harga miring, iklan serupa dan mencantumkan nomor hape) mohon pihak toped menghapus iklan2 tersebut atau pihak pembeli yg membuat laporan (contoh toko sebelah ol eks) 3.) Ada pilihan / menu barang yang paling banyak terjual di Tokopedia",5,215,3.217,2023-05-10 07:11:21,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2023-05-10 07:44:09,3.217,negatif
f134ab27-ced5-430f-b296-99823e641994,aL pilyo,https://play-lh.googleusercontent.com/a-/ACB-R5S0JmaCLkmvA_Tf05ziFJ9WTHDU4-8iN2rzC4Ub6w,"Tokopedia, mungkin terlalu baggan diri dengan kemajuan nya saat ini ,,, sampai sampai sekarang penjual dan ekspedisi pengiriman sudah tidak sebaik dulu ,,, terutama ekspedisi yang jadi semaunya dalam pengiriman barang barang pesanan konsumen di tambah lagi sudah malas melakukan update status pengiriman nya,,, terlebih saya kecewa dengan TOKOPEDIA yang skrng ,, yang sudah tidak mau mengawasi langsung para mitra",1,543,3.209,2023-03-06 17:12:17,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-03-06 17:42:02,3.209,negatif
2beeb722-7def-4487-b4c9-41a5125f7b25,achyar putra,https://play-lh.googleusercontent.com/a-/ACB-R5TZu5dRGAy86o22hndA3LhFoExdDy4pzGDkgATbWA,"Biaya layanan jika tidak pakai gopay 1000, biaya jasa aplikasi naik 2000, ongkir makin mahal apalagi yg dilayanitokopedia disuruh langganan plus (biaya lagi), voucher cashback dan ongkir ga bisa digabung, udah ga ada voucher dan event seperti tgl 9-12 atau 25. Bebas ongkir memakai Kurir rekomendasi jg payah lama dan kebanyakan dioper. Semenjak merger jadi mengecewakan customer. Kebanyakan ngiklan di tv. Pokoknya makin mundur. Ya mending kl belanja online di oren atau lajada.",1,12,3.217,2023-05-09 00:55:38,"Hi Toppers, silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps agar bisa kami bantu cek lebih lanjut. Kami akan terus berupaya untuk meningkatkan pengalaman Toppers dalam bertransaksi di Tokopedia.",2023-05-09 01:29:03,3.217,negatif
5c7db638-736f-4504-80ae-ec2d5c2e9ec5,Aini Haddad,https://play-lh.googleusercontent.com/a/AGNmyxamCeVFVzn74WJAIr1dBpQq9O_jGRGxYCxvp59N=mo,"Sudah gak seru belanja disini, produk2 yang dijual terbilang mahal, sudah jarang ngasih diskon belanja segala jenis produk, yang ada diskon utk produk tertentu saja. Itu juga pakai minimal harus belanja sekian2, gratis ongkir udah gak ada, bahkan beli di seller yg satu kota pun masih kena ongkir. Banyak voucher, tapi sekedar formalitas dan gak bisa dipake.😥😥",3,17,3.209,2023-05-06 00:46:25,"Terima kasih atas rating yang kamu berikan, Toppers. Besar harapan kami, kamu bisa memberikan rating yang lebih baik lagi.Oleh karena itu, jika kamu memiliki kritik/saran atau kendala transaksi, silakan hubungi Tokopedia Care di tkp.me/supportMainapps ya.",2023-05-06 01:33:32,3.209,netral
ff60cf2b-3c30-4514-85b8-cc413de779ab,Bang Rosie,https://play-lh.googleusercontent.com/a-/ACB-R5TrF0BxkE0x9XJ6X2m7nAn0LLPoOdjsZh3aHpNgFA,"Sekarang Ada tambahan Biaya Baru Lagi ,Biaya Aplikasi 2K ... sebelumnya ada Biaya Penanganan 1K total setiap belanja sedikit apapun kena Total : 3K Per-Transaksi, udah kaya kang parkir dan pah ogah. Pindah Aja Ke Toko Biru dan Orange lah lebih hemat. Kembalikan Tokped Yang dulu yg mantap doble vocer gratis ongkir , keberatan cuy . . . Udah malas sekarang, berdampak juga pada seller.",1,26,3.217,2023-05-05 23:20:54,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-05-05 23:46:29,3.217,positif
74da682e-75a4-45ad-a0ad-49d395aa8653,Nurdin Lasdiwijaya,https://play-lh.googleusercontent.com/a/AGNmyxa-7tCyMOq452lPeiQSYxoWqO4BrrD6XkpsT_m3TA=mo,"Pertama instal buka, apa yg di cari hasil oke Tapi setelah di minta login dgn akun, hasil pencarian tidak sesuai dengan yang di minta Malah menyuguhkan barang2 yg sangat mahal, padahal apa yg sy ketik di kolom pencarian katanya sudah umum, terkejut liat hasil pencarian yg seperti itu, mo untung bolehlah, tapi jgnlah seperti itu, hanya barang2 yg mahal yg di tampilkan, sudah pake filter sama aja",2,6,3.217,2023-05-13 20:08:41,,,3.217,negatif
fcbb8a2f-352a-4561-8cd8-85d1c535d05f,Arip Ruhimat,https://play-lh.googleusercontent.com/a-/ACB-R5QtSOZF-_acQ3s88iPNCwn8i-wDmyZoX-Ykxz_uIQ,"Ya Tuhan. Kurir Rekomendasi bikin emosi dan pengiriman jadi lama karena lempar bola gonta-ganti Kurir. Khawatir Kurir jadi kesurupan, terus teriak-teriak, terus lompat-lompat, terus jungkir balik, terus menyebrang lautan. Akhirnya paket pesanan nyasar ke sebrang lautan dan jadi tambah lama sampai ke tujuan.",4,10,3.217,2023-05-14 01:42:17,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2023-05-14 02:07:21,3.217,netral
455206e1-9342-415f-a0ea-0cdf8561092c,Singing Bird,https://play-lh.googleusercontent.com/a-/ACB-R5STCYAETsBd9A8_T9eSSgiNyvzaDgFBrAqs6YXhmw,"Untuk update terbaru, sangat2 zonk. Gratis ongkir cuman gimmick, udh kaya si oren aja, promo / cashback sering ga masuk ketika pesanan selesai, kupon promo ga bisa dipakai bareng gratis ongkir, ada biaya layanan tapi layanan masih sama saja, bahkan lebih buruk dr biasanya. Padahal sy sudah pakai tokopedia 5tahun lebih sbg aplikasi belanja utama, tapi bener2 kecewa dengan update terbarunya 🙏🙏 , semoga kedepannya bisa diperbaiki lagi *edited, Malah biaya ""parkir"" ditambahin, jadi 3-5rebu,hadeh",1,73,3.215,2023-05-02 15:32:25,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-05-02 16:04:10,3.215,negatif
8db6d0a1-a815-4694-9670-d6a4713cc1de,Toyo Suhartoyo,https://play-lh.googleusercontent.com/a/AGNmyxZzl4KihhOqkjAB-p1h40Lp0qIwSFybC3X4Td8U=mo,"kok sekarang ada biaya jasa dan bisa layanan, dulu ga ada, belum lagi asuransi. belum lagi bebas ongkir kok tidak bisa memilih jasa pengiriman, malah jasa pengiriman yang mahal sampai 75k baru di potong voucher bebas ongkir. itu sih nama nya diskon bukan bebas ongkir. keluhan kenapa di oper ke tokped care? penggabungan voucher juga sudah tidak bisa. sudah lama pakai tokped kok malah mundur. banyak aplikasi lama mengalami kemunduran. semoga di perbaiki 🙏",2,0,3.217,2023-05-14 09:20:10,"Hi Toppers, silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps agar bisa kami bantu cek lebih lanjut. Kami akan terus berupaya untuk meningkatkan pengalaman Toppers dalam bertransaksi di Tokopedia.",2023-05-14 09:44:01,3.217,negatif
a2199cb6-a0cd-41d8-8aa3-80a4d318d456,m ari s,https://play-lh.googleusercontent.com/a-/ACB-R5T-N2xSc4GAZRmvb8UgV5kNeZoXE5wzmmFtsjgyYQ,Sudah akun gold menuju level selanjutnya harus pindah haluan ke toko Oren karena lebih menarik di sebelah. Semoga bisa bersaing lebih menarik lagi. Di Tokopedia jika cod sekarang selisih 2000 sama data di Kurir nya. Di toko Oren sama persis Antara aplikasi dan di kurir.,3,0,3.217,2023-05-12 14:20:15,"Makasih atas ratingnya, Toppers. Jika kamu memiliki kritik/saran atau kendala transaksi, silakan hubungi Tokopedia Care melalui tkp.me/supportMainapps ya. Besar harapan kami, ke depannya Toppers bisa mendapat pengalaman bertransaksi yang lebih baik lagi di Tokopedia.",2023-05-12 14:44:08,3.217,netral
25590152-715d-4f72-8d2b-f2685add22e1,SIMANULLANG HERDY NOVA,https://play-lh.googleusercontent.com/a/AGNmyxZBW_YHvLXggAd45w58-rmccJtXlccyrxNZRUoT=mo,"Terlalu banyak konten dan promo membuat loading terlalu lama dan membatalkan semua rencana belanja terus menerus. Sangat menjengkelkan !. Developer yang terhormat, tolong buatkan aplikasi ""Tokopedia Lite"" dengan konsep dasar sama dengan Tokopedia yang biasa TETAPI tanpa konten dan promo untuk pengguna belanja cepat dan tepat. Terima kasih.",1,288,3.210,2023-03-13 11:13:16,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-03-13 11:43:02,3.210,netral
a51f9b3e-2c94-428f-8184-c1aec4d92fd9,ERIK SWARA,https://play-lh.googleusercontent.com/a-/ACB-R5RkIGNvw4kE9Yu7Ig9Cygc-WJtuApZERNHs48wvXg,"Saya konsumen tokopedia sudah lama,dan lama juga merasakan hal nyaman dalam belanja,tapi makin ksini makin sering banyak kesalahan dalam layanan ya,beberapa orderan saya gK sesuai,deskripsi barang,salah ukuran,warna. Tolong dong di perbaiki,sayang sekali kl tokped yg tdi nya bagus jd makin banyak minus",2,89,3.214,2023-05-04 20:24:28,"Hi Toppers, silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps agar bisa kami bantu cek lebih lanjut. Kami akan terus berupaya untuk meningkatkan pengalaman Toppers dalam bertransaksi di Tokopedia.",2023-05-04 20:44:03,3.214,positif
20073941-d685-4b15-ae79-7bc8bcaad1e5,Raldy Maramis,https://play-lh.googleusercontent.com/a/AGNmyxZU5xQEg6_XFgSd8j3W3tzZq3L7I1D2GJx-rP-r=mo,"Saya pembeli yang sudah lama belanja di Tokopedia tapi sekarang KECEWA,di karenakan tokopedia bukan pengambil keputusan tertinggi jika ada masalah,tapi hanya menjadi tim pemantau kurir yg bisa di atur dan sangat ketergantungan dgn keputusan kurir.",1,30,3.209,2023-04-30 12:02:25,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2023-04-30 12:24:21,3.209,negatif
